game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs
G026878,Baldur's Gate 3,PC,PC,Various,0,Role-Playing,1989,Ubisoft,Ubisoft,France,AAA,T,72,8.1,14,990,8.12,6.93,2.06,1.81,18.92,369.67,19.99,1,0,1,0,0,0,0,0,0,44.0,165.8
G026879,King of Fighters 2025,PSP,Handheld,Sony,7,Fighting,2005,Activision Blizzard,Activision Blizzard,USA,AAA,T,57,6.4,113,82,6.41,2.86,0.69,1.85,11.81,366.61,49.99,1,1,0,0,0,0,0,0,0,6.2,24.0
G026880,Shadow of Realm,Mobile (Android),Mobile,Google,0,Misc,2024,Raw Fury,Raw Fury,Sweden,Indie,M,82,7.8,26,97,3.92,3.5,0.68,1.36,9.46,20.51,0.0,0,0,0,0,0,0,0,0,0,12.1,52.0
G026881,Persona 5,Sega Genesis,Console,Sega,4,Role-Playing,1991,Microsoft Studios,Microsoft Studios,USA,AAA,E,80,7.1,42,290,8.16,6.58,2.3,1.54,18.58,889.02,79.99,1,1,1,0,0,0,0,0,0,88.7,253.3
G026882,Halo Evolved,Xbox 360,Console,Microsoft,7,Action,2009,Larian Studios,Chucklefish,Belgium,AA,E,65,7.6,17,478,1.63,1.19,0.2,0.4,3.42,148.47,49.99,0,0,1,0,0,0,0,0,0,10.8,37.8
G026883,Injustice 3,Xbox,Console,Microsoft,6,Fighting,2005,Bungie,Sega,USA,AAA,E10+,78,8.2,5,882,8.72,7.46,1.36,3.46,21.0,689.22,59.99,1,1,0,0,0,0,0,0,0,4.7,11.6
G026884,WWE 2026,PlayStation 2,Console,Sony,6,Sports,2007,Team17,Epic Games,UK,AA,E,63,6.3,46,98,2.19,1.49,0.46,0.65,4.79,157.29,39.99,1,1,0,0,0,0,0,0,0,13.3,43.0
G026885,Mario Kart 4,Xbox 360,Console,Microsoft,7,Racing,2008,Insomniac Games,Nomada Studio,USA,AAA,E,82,8.9,30,307,12.26,7.6,2.44,3.12,25.42,1217.15,59.99,1,0,0,0,0,0,0,0,0,8.0,26.5
G026886,God of Thunder,PlayStation 5,Console,Sony,9,Action-Adventure,2025,Ubisoft,Naughty Dog,France,AAA,E10+,68,6.5,17,1037,8.96,6.07,2.27,1.45,18.75,879.24,59.99,0,0,1,0,0,0,0,0,0,10.5,24.1
G026887,Ancient Chronicles,PC,PC,Various,0,Misc,2008,Nintendo,Nintendo,Japan,AAA,E,78,6.6,28,214,3.41,2.7,2.45,0.43,8.99,195.08,49.99,0,0,1,1,0,0,0,0,0,11.1,35.9
G026888,Myst : Next Gen,Xbox 360,Console,Microsoft,7,Adventure,2007,Insomniac Games,id Software,USA,AAA,E,68,6.6,20,111,2.9,2.35,0.26,1.02,6.53,307.56,49.99,0,1,1,0,0,0,0,0,0,11.4,56.3
G026889,Street Fighter XII,Mobile (iOS),Mobile,Apple,0,Fighting,2022,2K Games,Team17,USA,AAA,T,78,6.9,26,264,17.69,14.13,4.64,6.51,42.97,119.95,4.99,1,1,1,0,0,0,0,0,0,3.6,7.7
G026890,eFootball 2025,PC,PC,Various,0,Sports,2012,Square Enix,Humble Games,Japan,AAA,T,72,7.7,13,628,25.88,12.44,7.62,5.93,51.87,1006.27,9.99,1,1,0,0,0,0,0,0,0,29.4,83.5
G026891,MLB The Show 2023,Browser,Browser,Various,0,Sports,2018,Deep Silver,Coffee Stain,Germany,AA,E,68,6.1,20,244,1.4,0.69,0.29,0.35,2.73,0.0,0.0,1,1,1,1,1,0,1,0,0,23.3,85.2
G026892,Metal Gear Chronicles,Sega Saturn,Console,Sega,5,Action,1996,Activision Blizzard,Bandai Namco,USA,AAA,T,89,9.7,18,667,20.88,18.62,4.18,5.47,49.15,2315.49,79.99,0,0,1,0,0,0,0,0,0,11.6,41.3
G026893,Baldur's Gate 2,PC,PC,Various,0,Role-Playing,2022,Ghost Ship Games,Ghost Ship Games,Denmark,Indie,T,80,8.5,8,208,1.26,1.04,0.29,0.32,2.91,65.25,59.99,1,0,0,0,0,0,0,0,0,46.1,133.5
G026894,Civilization VII,PlayStation 5,Console,Sony,9,Strategy,2020,id Software,THQ Nordic,USA,AAA,M,83,7.9,126,305,3.84,3.11,0.63,0.51,8.09,288.47,49.99,1,1,1,0,0,0,0,0,0,30.2,75.8
G026895,Dark Knight,Atari 2600,Console,Atari,2,Action,1985,Electronic Arts,Team17,USA,AAA,E,82,6.7,64,3889,21.13,18.01,1.38,3.82,44.34,2070.1,69.99,0,0,1,0,0,0,0,0,0,19.3,65.4
G026896,King of Fighters 2026,Nintendo Switch 2,Hybrid,Nintendo,10,Fighting,2025,Larian Studios,Larian Studios,Belgium,AA,M,77,7.6,43,112,1.08,0.53,0.24,0.27,2.12,65.63,39.99,1,1,0,0,0,1,0,0,0,5.7,22.5
G026897,NHL 2025,NES,Console,Nintendo,3,Sports,1985,Naughty Dog,Naughty Dog,USA,AAA,M,68,7.2,20,583,13.3,6.86,1.72,4.4,26.28,876.68,59.99,1,1,0,1,0,0,0,0,0,15.8,47.7
G026898,The Sims 3,Nintendo 3DS,Handheld,Nintendo,8,Simulation,2019,Sony Interactive,Sony Interactive,Japan,AAA,M,76,8.4,8,231,4.35,1.98,1.64,1.47,9.44,275.47,39.99,1,0,0,0,0,0,1,0,0,20.5,76.4
G026899,Cities: The Fallen,Mobile (Android),Mobile,Google,0,Simulation,2016,Obsidian Entertainment,Obsidian Entertainment,USA,AA,T,64,5.8,17,739,2.61,2.25,0.21,0.76,5.83,11.75,2.99,0,0,1,0,0,0,0,0,0,42.5,118.0
G026900,Shadow of Abyss,Mobile (Android),Mobile,Google,0,Action,2026,Sony Interactive,Warner Bros. Games,Japan,AAA,T,75,6.9,20,462,21.42,9.0,15.7,7.17,53.29,124.22,2.99,0,0,1,0,0,0,0,0,0,14.3,30.1
G026901,NHL 2025,PC,PC,Various,0,Sports,1992,id Software,Sony Interactive,USA,AAA,E10+,73,5.6,39,2744,14.45,11.89,2.9,1.68,30.92,629.54,49.99,1,1,1,0,0,0,0,0,0,23.5,104.7
G026902,Warzone 5,PC,PC,Various,0,Battle Royale,1989,Bungie,Bungie,USA,AAA,E,75,6.7,91,308,11.29,6.29,2.13,2.25,21.96,483.33,39.99,1,1,1,0,0,0,0,0,0,124.3,272.4
G026903,Apex: Shadow War,PlayStation Vita,Handheld,Sony,8,Shooter,2013,Capcom,Capcom,Japan,AAA,T,76,8.2,36,1527,20.15,12.2,6.08,2.67,41.1,1009.88,39.99,0,1,0,0,0,0,0,0,0,8.8,25.2
G026904,Devil May Fall,Browser,Browser,Various,0,Action,2006,InXile Entertainment,Ubisoft,USA,AA,E,74,7.0,6,188,1.19,0.59,0.28,0.16,2.22,0.0,0.0,0,0,0,0,0,0,0,0,0,10.5,44.3
G026905,Blaze Unleashed,Wii,Console,Nintendo,7,Action,2009,id Software,Microsoft Studios,USA,AAA,T,72,7.8,27,1468,4.31,2.28,0.65,1.13,8.37,369.25,49.99,0,0,1,0,0,0,0,0,0,12.3,32.2
G026906,Wipeout Remastered,PlayStation 5,Console,Sony,9,Racing,2024,Nomada Studio,Valve,Spain,Indie,E,72,7.5,21,58,1.23,0.85,0.14,0.14,2.36,75.93,59.99,0,1,1,0,0,0,1,0,0,8.0,20.7
G026907,Hyper Scape : Next Gen,NES,Console,Nintendo,3,Battle Royale,1999,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,83,8.4,26,52,36.87,31.39,4.71,6.98,79.95,2663.52,69.99,0,1,1,0,0,0,0,0,0,106.1,268.4
G026908,Microsoft Flight Simulator 2025,PlayStation 4,Console,Sony,8,Simulation,2022,CD Projekt,CD Projekt,Poland,AAA,E,75,7.8,33,1138,11.31,8.69,2.07,2.07,24.14,806.63,79.99,1,0,1,0,0,1,0,0,0,39.1,159.2
G026909,Outlast 4,Xbox Series X/S,Console,Microsoft,9,Survival Horror,2026,Deep Silver,Deep Silver,Germany,AA,M,56,4.6,7,6,0.96,0.81,0.24,0.14,2.15,70.41,39.99,1,1,1,1,0,0,0,0,0,8.2,22.4
G026910,Minecraft Evolved,PC,PC,Various,0,Sandbox,1992,CD Projekt,Naughty Dog,Poland,AAA,M,88,9.7,16,748,15.07,13.5,3.77,2.18,34.52,709.54,49.99,0,0,1,0,0,0,0,1,0,57.8,239.2
G026911,Madden NFL 2023,Nintendo 64,Console,Nintendo,5,Sports,1996,Bethesda Softworks,Remedy Entertainment,USA,AAA,M,65,6.4,15,68,14.7,6.78,4.27,5.53,31.28,1363.8,79.99,1,1,0,0,0,0,0,0,0,21.1,43.2
G026912,King of Fighters 2026,SNES,Console,Nintendo,4,Fighting,1994,Insomniac Games,Capcom,USA,AAA,T,75,8.4,49,879,4.63,3.89,1.13,1.22,10.87,328.64,49.99,1,1,1,0,0,0,0,0,0,6.3,28.5
G026913,Halo Reborn,Mobile (Android),Mobile,Google,0,Visual Novel,2024,Capcom,Capcom,Japan,AAA,M,76,8.5,41,226,1.82,1.35,1.11,0.47,4.75,10.82,4.99,0,0,1,0,0,0,1,0,0,6.2,14.3
G026914,PGA Tour 2026,Nintendo DS,Handheld,Nintendo,7,Sports,2005,Larian Studios,Supergiant Games,Belgium,AA,E,70,8.0,7,48,1.32,0.63,0.07,0.44,2.46,82.13,19.99,1,1,1,1,0,0,0,0,0,15.2,42.3
G026915,Devil May Cry,PC,PC,Various,0,Misc,2008,505 Games,505 Games,Italy,AA,Not Rated,57,5.4,22,5,3.75,2.57,0.21,1.4,7.93,152.37,9.99,0,1,1,1,0,0,0,0,0,11.3,24.1
G026916,Dark Saga,Nintendo 3DS,Handheld,Nintendo,8,Action,2019,Sega,Warner Bros. Games,Japan,AAA,T,81,9.4,18,29,11.96,10.16,6.59,4.61,33.32,1046.15,49.99,0,1,0,1,0,0,0,0,0,15.9,51.5
G026917,Ghost Unleashed,Mobile (Android),Mobile,Google,0,Action,2020,Sony Interactive,tinyBuild,Japan,AAA,T,74,8.9,64,489,18.95,15.85,15.13,3.95,53.88,132.37,0.0,0,0,1,1,0,0,0,0,0,12.1,25.7
G026918,Mortal Kombat XI,PC,PC,Various,0,Fighting,1986,Electronic Arts,Electronic Arts,USA,AAA,E,63,5.7,39,75,2.42,1.94,0.21,0.33,4.9,110.28,19.99,1,1,1,0,0,0,0,0,0,2.7,8.9
G026919,The Witcher 6: Dark Below,NES,Console,Nintendo,3,Role-Playing,1995,Focus Entertainment,Focus Entertainment,France,AA,T,79,7.0,40,175,1.15,0.53,0.21,0.27,2.16,65.63,39.99,0,0,1,1,0,0,0,0,0,51.1,229.3
G026920,Gran Turismo 3,PC,PC,Various,0,Racing,2006,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,82,8.8,30,245,10.84,9.43,2.91,1.27,24.45,528.47,29.99,1,0,1,0,0,0,0,0,0,16.7,68.6
G026921,XCOM 4,Mobile (Android),Mobile,Google,0,Strategy,2025,Warner Bros. Games,CD Projekt,USA,AAA,M,65,6.5,13,370,9.29,4.17,1.4,0.99,15.85,36.44,0.99,1,0,1,0,0,0,0,0,0,38.6,182.2
G026922,Rainbow Six: Realm,Mobile (Android),Mobile,Google,0,Shooter,2012,Toby Fox,Toby Fox,USA,Indie,E10+,75,6.3,11,50,2.42,1.14,0.26,0.26,4.08,11.18,2.99,0,1,0,0,0,0,0,0,0,5.6,14.6
G026923,Outlast 5,PC,PC,Various,0,Survival Horror,2002,Remedy Entertainment,Activision Blizzard,Finland,AA,M,82,8.3,6,493,1.07,0.49,0.26,0.22,2.04,49.96,9.99,1,0,1,0,0,0,0,0,0,13.1,26.6
G026924,Crusader Kings VII,PSP,Handheld,Sony,7,Strategy,2011,Focus Entertainment,Take-Two Interactive,France,AA,M,74,6.7,8,43,1.45,0.58,0.29,0.52,2.84,86.26,49.99,1,0,0,0,0,0,0,0,0,38.4,131.3
G026925,PGA Tour 2026,Mobile (Android),Mobile,Google,0,Sports,2011,Devolver Digital,Nintendo,USA,AA,E,76,7.8,22,287,7.81,6.51,1.67,2.97,18.96,43.83,0.0,1,1,1,1,0,0,0,0,0,31.4,82.9
G026926,Cities: Shadow War,PSP,Handheld,Sony,7,Simulation,2013,Konami,Konami,Japan,AAA,E,83,7.6,16,24,7.21,4.75,3.8,1.53,17.29,418.63,29.99,0,0,0,1,0,0,0,0,0,24.2,88.7
G026927,Valorant Legacy,SNES,Console,Nintendo,4,Shooter,1996,Valve,Valve,USA,AAA,M,79,8.2,15,117,26.85,20.49,5.01,8.67,61.02,2870.79,79.99,0,1,1,1,0,0,0,0,0,10.7,35.9
G026928,Halo Reborn,PSP,Handheld,Sony,7,Action,2005,Larian Studios,Larian Studios,Belgium,AA,E,63,5.3,42,734,1.71,1.17,0.1,0.6,3.58,75.67,49.99,0,0,0,0,0,0,0,0,0,16.9,76.4
G026929,Realm of the Knight,PC,PC,Various,0,Role-Playing,1999,Square Enix,Square Enix,Japan,AAA,E,77,7.7,2,356,2.39,1.09,0.89,0.61,4.98,108.34,14.99,0,0,1,1,0,0,0,0,0,35.1,103.5
G026930,Crash Bandicoot Empire,PlayStation 2,Console,Sony,6,Platform,2012,Capcom,Capcom,Japan,AAA,M,82,7.1,35,515,19.82,13.06,8.93,3.91,45.72,1467.39,69.99,0,0,0,0,0,0,0,0,0,10.2,43.8
G026931,Wipeout 2,Xbox,Console,Microsoft,6,Racing,2006,Electronic Arts,Electronic Arts,USA,AAA,E,80,7.9,3,147,9.17,7.88,0.46,1.17,18.68,591.83,39.99,1,1,1,0,0,0,0,0,0,14.6,62.2
G026932,Professor Layton and the Dragon,Mobile (iOS),Mobile,Apple,0,Puzzle,2015,Valve,Konami,USA,AAA,T,68,7.8,23,130,12.31,9.71,3.28,4.83,30.13,58.76,0.0,0,0,0,0,0,0,0,0,0,9.9,47.5
G026933,Call of Duty: Shadow War,Game Boy,Handheld,Nintendo,4,Shooter,1993,Sony Interactive,Sony Interactive,Japan,AAA,M,78,8.2,12,57,7.46,3.41,4.5,2.84,18.21,410.42,39.99,0,1,1,0,0,0,0,0,0,7.1,16.7
G026934,Dark Empire,PlayStation,Console,Sony,5,Action,2002,Electronic Arts,Humble Games,USA,AAA,E,74,8.2,13,733,3.1,2.31,0.52,1.06,6.99,320.41,69.99,0,0,1,0,0,0,0,0,0,6.1,25.9
G026935,Final Fantasy VII,Browser,Browser,Various,0,Role-Playing,2015,Obsidian Entertainment,Motion Twin,USA,AA,T,72,7.3,6,1126,2.63,1.66,0.4,0.84,5.53,0.0,0.0,1,0,1,0,0,0,0,0,0,48.4,230.3
G026936,Dark Souls 3,Wii,Console,Nintendo,7,Role-Playing,2013,Microsoft Studios,Microsoft Studios,USA,AAA,E10+,82,7.2,21,87,17.9,10.18,5.16,6.27,39.51,1455.78,59.99,1,0,1,1,1,0,0,0,0,67.7,286.1
G026937,God of War,PlayStation Vita,Handheld,Sony,8,Visual Novel,2015,Bungie,Bungie,USA,AAA,T,77,6.8,8,496,0.49,0.39,0.12,0.08,1.08,32.54,29.99,0,1,1,1,1,0,0,0,0,12.1,52.0
G026938,Battlefield Odyssey,Nintendo Switch,Hybrid,Nintendo,9,Shooter,2018,FromSoftware,Electronic Arts,Japan,AAA,M,68,6.7,19,1276,19.54,12.83,15.34,5.74,53.45,1987.53,29.99,0,1,1,1,0,0,0,0,0,7.5,30.7
G026939,StarCraft 5,Nintendo Switch 2,Hybrid,Nintendo,10,Strategy,2025,Double Fine,Deep Silver,USA,AA,E10+,66,6.9,42,261,5.17,4.29,0.9,1.39,11.75,339.96,39.99,1,0,1,0,0,1,0,0,0,17.2,83.1
G026940,Shadow of Realm,PlayStation 5,Console,Sony,9,Action,2026,Team17,Team17,UK,AA,E10+,74,7.3,5,20,2.04,0.97,0.13,0.33,3.47,153.61,79.99,0,1,1,0,0,0,0,0,0,12.7,34.0
G026941,F-Zero Remastered,PlayStation,Console,Sony,5,Racing,1997,Valve,Valve,USA,AAA,Not Rated,67,7.0,21,558,2.23,1.74,0.2,0.61,4.78,165.71,79.99,0,1,1,0,0,0,0,0,0,16.8,60.3
G026942,Stellaris Odyssey,Mobile (iOS),Mobile,Apple,0,Strategy,2012,Larian Studios,Larian Studios,Belgium,AA,E10+,66,5.7,13,66,4.99,3.28,0.79,0.76,9.82,25.04,0.0,0,1,1,0,0,0,0,0,0,33.9,151.4
G026943,Last Odyssey,Game Boy Color,Handheld,Nintendo,5,Action,1999,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,71,6.4,50,40,3.31,1.73,0.29,0.97,6.3,189.96,39.99,0,0,1,0,0,0,0,0,0,9.8,40.1
G026944,Stellaris Empire,PC,PC,Various,0,Strategy,1997,2K Games,2K Games,USA,AAA,E10+,78,7.3,13,40,2.57,1.08,0.22,0.47,4.34,86.13,29.99,0,0,1,1,0,0,0,0,0,49.6,199.3
G026945,Garry's Mod : Next Gen,Wii,Console,Nintendo,7,Sandbox,2013,Bungie,id Software,USA,AAA,E,74,7.4,9,1694,31.93,19.25,4.62,9.06,64.86,2418.77,49.99,0,0,1,0,0,0,0,0,0,85.1,265.2
G026946,Rainbow Six: Kingdom,Mobile (Android),Mobile,Google,0,Shooter,2016,Activision Blizzard,Activision Blizzard,USA,AAA,E,59,6.5,10,8,22.13,11.3,2.32,8.73,44.48,94.35,2.99,0,1,0,1,0,0,1,0,0,7.9,36.8
G026947,What Remains of Origins,PlayStation 4,Console,Sony,8,Adventure,2023,InXile Entertainment,Coffee Stain,USA,AA,T,74,7.6,9,1648,3.16,2.54,0.61,0.82,7.13,249.54,59.99,0,0,1,0,0,0,1,0,0,14.5,61.7
G026948,Dark Origins,Game Boy,Handheld,Nintendo,4,Action,1996,Bandai Namco,Bandai Namco,Japan,AAA,M,75,7.6,5,68,1.93,0.88,1.15,0.36,4.32,108.96,19.99,0,0,0,1,0,0,0,0,0,7.3,21.8
G026949,Guilty Gear : Redux,Xbox,Console,Microsoft,6,Fighting,2005,Paradox Interactive,Paradox Interactive,Sweden,AA,M,71,8.4,21,225,4.33,2.64,1.19,1.69,9.85,376.99,69.99,0,1,0,0,0,0,0,0,0,4.6,14.2
G026950,Life is Strange Reborn,Xbox One,Console,Microsoft,8,Adventure,2015,Microsoft Studios,Microsoft Studios,USA,AAA,E10+,69,6.5,32,593,1.69,1.28,0.43,0.41,3.81,150.12,49.99,0,0,1,1,0,0,0,0,0,8.6,21.0
G026951,The Witcher 4: Dark Below,Game Boy,Handheld,Nintendo,4,Role-Playing,1998,FromSoftware,Bungie,Japan,AAA,T,66,7.1,10,141,5.0,3.74,4.18,1.56,14.48,496.34,39.99,0,1,0,1,0,0,0,0,0,55.4,270.8
G026952,Counter-Strike Origins,Game Boy,Handheld,Nintendo,4,Shooter,1995,Electronic Arts,Electronic Arts,USA,AAA,E10+,66,6.8,33,135,2.54,1.64,0.45,0.99,5.62,142.62,19.99,0,1,0,1,0,0,0,0,0,7.5,23.5
G026953,Ultimate Reborn,Mobile (iOS),Mobile,Apple,0,Action-Adventure,2025,THQ Nordic,THQ Nordic,Austria,AA,Not Rated,69,5.3,33,96,10.24,4.82,0.54,1.26,16.86,35.91,0.0,0,0,0,1,0,0,0,0,0,12.1,25.9
G026954,Two Point Valley,PlayStation 3,Console,Sony,7,Simulation,2013,Warner Bros. Games,Warner Bros. Games,USA,AAA,M,92,8.3,29,117,30.64,17.65,7.52,6.7,62.51,2254.16,79.99,1,0,0,0,0,0,0,0,0,38.7,150.7
G026955,Dragon Quest VIII,Xbox Series X/S,Console,Microsoft,9,Role-Playing,2025,Bungie,Bungie,USA,AAA,E,66,7.1,60,111,5.54,2.99,1.48,1.5,11.51,491.92,39.99,1,0,1,0,0,0,0,0,0,24.4,67.0
G026956,The Elder Scrolls XVI: Uprising,PC,PC,Various,0,Role-Playing,1997,InXile Entertainment,InXile Entertainment,USA,AA,Not Rated,67,6.6,99,316,0.84,0.57,0.16,0.14,1.71,33.91,59.99,0,0,1,1,0,0,0,0,0,29.8,106.2
G026957,Rainbow Six: Abyss,Mobile (Android),Mobile,Google,0,Shooter,2022,Devolver Digital,Devolver Digital,USA,AA,E,63,6.3,9,174,4.4,3.41,0.41,0.57,8.79,26.01,2.99,0,1,1,1,0,0,1,0,0,8.9,29.6
G026958,Dead Space 6,Xbox Series X/S,Console,Microsoft,9,Survival Horror,2025,Supergiant Games,Supergiant Games,USA,Indie,M,74,8.5,33,306,0.3,0.17,0.05,0.09,0.61,25.91,39.99,1,0,0,0,0,0,0,0,0,8.3,31.3
G026959,Overwatch 4,PC,PC,Various,0,Shooter,2005,Rockstar Games,Rockstar Games,USA,AAA,T,80,7.1,26,1229,12.02,4.91,1.32,4.69,22.94,515.41,29.99,1,1,1,0,0,0,0,0,0,6.9,32.2
G026960,The Elder Scrolls XVI: Eternal,Mobile (iOS),Mobile,Apple,0,Role-Playing,2026,Nintendo,Ghost Ship Games,Japan,AAA,E,78,7.8,34,768,37.3,17.97,23.53,5.48,84.28,167.57,4.99,0,1,1,0,0,0,0,0,0,85.2,232.9
G026961,Rainbow Six: City,PlayStation Vita,Handheld,Sony,8,Shooter,2014,Insomniac Games,FromSoftware,USA,AAA,AO,93,9.5,28,105,7.65,5.06,1.11,3.05,16.87,566.43,29.99,0,1,1,0,0,0,0,1,0,7.9,39.3
G026962,Rise of the Odyssey,Mobile (iOS),Mobile,Apple,0,Action,2024,Sega,Sega,Japan,AAA,E10+,76,6.3,4,203,63.61,38.45,46.82,15.97,164.85,387.27,2.99,0,0,1,0,0,0,0,0,0,15.4,71.1
G026963,Shadow of Frontier,PlayStation,Console,Sony,5,Action-Adventure,1994,Bungie,2K Games,USA,AAA,T,72,7.2,14,63,1.66,1.49,0.24,0.26,3.65,119.71,59.99,0,0,1,0,0,0,0,0,0,14.6,70.9
G026964,Shadow Unleashed,Game Boy Color,Handheld,Nintendo,5,Action,2002,Obsidian Entertainment,Obsidian Entertainment,USA,AA,M,52,5.7,26,26,1.17,0.96,0.28,0.24,2.65,56.3,29.99,0,0,0,1,0,0,0,0,0,11.7,57.7
G026965,What Remains of Genesis,PC,PC,Various,0,Adventure,1991,Bethesda Softworks,Bethesda Softworks,USA,AAA,T,69,5.2,11,212,5.83,4.2,0.4,1.98,12.41,280.68,59.99,0,0,1,0,0,0,0,0,0,9.6,28.2
G026966,Mega Man IV,Browser,Browser,Various,0,Platform,2016,Electronic Arts,Electronic Arts,USA,AAA,T,69,6.1,15,210,13.24,11.66,2.51,4.44,31.85,0.0,0.0,1,0,1,0,0,0,0,0,0,11.4,56.3
G026967,Burnout Origins,Xbox 360,Console,Microsoft,7,Racing,2013,ConcernedApe,ConcernedApe,USA,Indie,E10+,56,6.7,24,2,0.45,0.39,0.11,0.13,1.08,41.1,39.99,0,0,1,0,0,0,0,0,0,9.0,44.4
G026968,Shadow of Kingdom,Wii U,Console,Nintendo,8,Action,2016,Supergiant Games,Supergiant Games,USA,Indie,AO,75,7.6,27,3892,1.3,0.65,0.33,0.29,2.57,125.7,49.99,0,1,0,1,1,0,0,0,0,15.5,72.1
G026969,Guilty Gear 3,Game Boy Advance,Handheld,Nintendo,6,Fighting,2005,Focus Entertainment,Focus Entertainment,France,AA,M,64,6.2,53,614,0.78,0.38,0.13,0.22,1.51,40.53,39.99,1,1,1,0,0,0,0,0,0,5.2,11.7
G026970,Injustice 4,Browser,Browser,Various,0,Fighting,2016,Square Enix,Chucklefish,Japan,AAA,T,76,7.8,64,225,12.59,6.53,5.4,4.15,28.67,0.0,0.0,1,1,0,0,0,0,0,0,0,5.7,16.4
G026971,Street Fighter V,Nintendo Switch,Hybrid,Nintendo,9,Fighting,2020,FromSoftware,THQ Nordic,Japan,AAA,T,79,8.1,28,29,4.12,2.43,1.27,0.74,8.56,372.62,69.99,1,1,1,1,1,0,0,0,0,5.9,14.4
G026972,Lost Saga,PlayStation 4,Console,Sony,8,Action-Adventure,2018,Electronic Arts,Electronic Arts,USA,AAA,E,76,7.1,8,1231,11.87,8.15,1.02,3.59,24.63,1183.18,69.99,0,0,0,0,0,0,0,0,0,10.1,32.0
G026973,Farming Simulator 2024,NES,Console,Nintendo,3,Simulation,1987,Ubisoft,Ubisoft,France,AAA,M,88,7.4,13,1098,4.38,2.84,0.91,0.74,8.87,330.42,39.99,1,0,1,0,0,0,0,0,0,34.0,128.4
G026974,Myst : Redux,Game Boy Color,Handheld,Nintendo,5,Adventure,2000,CD Projekt,CD Projekt,Poland,AAA,M,83,7.3,6,277,2.27,1.06,0.57,0.87,4.77,112.8,49.99,0,0,0,0,0,0,0,0,0,10.3,48.3
G026975,UFC 3,SNES,Console,Nintendo,4,Sports,1994,Naughty Dog,Naughty Dog,USA,AAA,T,69,6.7,7,236,8.27,6.0,1.84,2.57,18.68,666.96,69.99,1,1,1,0,0,0,0,0,0,19.4,78.5
G026976,PGA Tour 2026,Nintendo 64,Console,Nintendo,5,Sports,1998,Sega,ConcernedApe,Japan,AAA,T,76,7.2,11,102,26.44,23.33,20.88,7.55,78.2,2834.34,39.99,1,1,1,1,0,0,0,0,0,21.0,65.4
G026977,Rise of the Reborn,Nintendo Switch,Hybrid,Nintendo,9,Action,2026,Ubisoft,Sega,France,AAA,Not Rated,78,7.3,24,236,17.67,8.83,1.51,5.52,33.53,1049.97,39.99,0,0,1,0,0,0,0,0,0,12.0,30.3
G026978,PGA Tour 2026,Atari 2600,Console,Atari,2,Sports,1990,Capcom,Square Enix,Japan,AAA,T,66,7.0,87,31,8.28,4.95,6.77,2.39,22.39,784.4,49.99,1,1,1,1,0,0,0,0,0,16.8,51.6
G026979,Tales of World,Browser,Browser,Various,0,Role-Playing,2012,Nomada Studio,Warner Bros. Games,Spain,Indie,M,90,9.4,47,84,0.85,0.43,0.18,0.29,1.75,0.0,0.0,0,0,0,0,0,0,0,1,0,29.9,136.9
G026980,Battlefield Knight,PC,PC,Various,0,Shooter,1995,Deep Silver,Deep Silver,Germany,AA,M,66,5.6,42,360,2.24,1.59,0.63,0.42,4.88,75.73,59.99,0,1,1,0,0,0,0,0,0,9.0,26.9
G026981,Street Fighter III,Dreamcast,Console,Sega,6,Fighting,1998,Epic Games,Epic Games,USA,AAA,M,81,9.0,13,150,6.62,3.67,1.82,1.79,13.9,418.88,59.99,1,1,1,0,0,0,0,0,0,5.9,21.2
G026982,Super Smash Bros. Legend,Nintendo Switch,Hybrid,Nintendo,9,Fighting,2017,Capcom,Capcom,Japan,AAA,M,65,6.8,6,223,2.26,1.58,0.57,0.29,4.7,186.1,59.99,0,1,1,0,0,0,0,0,0,8.0,38.1
G026983,Halo : Next Gen,PlayStation 3,Console,Sony,7,Idle/Clicker,2006,Take-Two Interactive,Take-Two Interactive,USA,AAA,T,72,5.7,8,316,8.37,6.95,0.84,2.91,19.07,889.54,79.99,0,1,1,1,0,0,0,0,0,13.5,39.3
G026984,Stardew Chronicles,PlayStation Vita,Handheld,Sony,8,Simulation,2018,Remedy Entertainment,Naughty Dog,Finland,AA,E,71,7.1,14,284,0.87,0.46,0.06,0.26,1.65,47.23,29.99,0,0,0,0,0,0,0,0,0,31.0,105.5
G026985,Baldur's Gate 4,Nintendo Switch,Hybrid,Nintendo,9,Role-Playing,2021,Chucklefish,Chucklefish,UK,Indie,T,86,8.8,46,51,1.2,0.92,0.25,0.27,2.64,81.34,69.99,1,1,0,1,0,0,1,0,0,74.4,171.8
